MatchId,Division,Date,Time,HomeTeam,AwayTeam,FullTimeGoalsH,FullTimeGoalsA,HalfTimeGoalsH,HalfTimeGoalsA,ShotsH,ShotsA,ShotsOnTargetH,ShotsOnTargetA,FoulsH,FoulsA,CornersH,CornersA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA
907,F1,3/7/2020,19:00,Angers,Nantes,2,0,0,0,7,15,3,4,9,6,4,6,0,3,0,0
908,F1,3/7/2020,19:00,Dijon,Toulouse,2,1,1,1,15,6,3,2,14,17,5,1,2,2,0,0
909,F1,3/7/2020,19:00,Metz,Nimes,2,1,1,0,14,16,5,7,9,11,8,6,0,0,0,0
910,F1,3/7/2020,19:00,Nice,Monaco,2,1,0,1,12,14,5,4,11,15,6,3,1,4,0,1
911,F1,3/7/2020,19:00,Reims,Brest,1,0,1,0,12,12,3,4,7,13,5,5,3,2,1,0
912,F1,3/8/2020,14:00,St Etienne,Bordeaux,1,1,0,0,11,9,4,2,14,16,7,4,4,3,1,0
913,F1,3/8/2020,16:00,Rennes,Montpellier,5,0,2,0,16,11,9,1,9,10,2,7,2,3,0,0
914,F1,3/8/2020,20:00,Lille,Lyon,1,0,1,0,13,9,3,2,20,13,4,3,1,3,0,0
915,I1,8/24/2019,17:00,Parma,Juventus,0,1,0,1,5,9,4,4,12,14,5,8,2,3,0,0
916,I1,8/24/2019,19:45,Fiorentina,Napoli,3,4,1,2,10,8,6,6,21,16,4,5,2,4,0,0
917,I1,8/25/2019,17:00,Udinese,Milan,1,0,0,0,11,6,6,0,14,11,9,4,1,3,0,0
918,I1,8/25/2019,19:45,Cagliari,Brescia,0,1,0,0,9,8,5,3,10,11,8,8,2,2,0,0
919,I1,8/25/2019,19:45,Roma,Genoa,3,3,2,2,17,6,9,4,15,13,5,1,3,1,0,0
920,I1,8/25/2019,19:45,Sampdoria,Lazio,0,3,0,1,12,16,8,10,13,11,5,9,2,2,0,0
921,I1,8/25/2019,19:45,Spal,Atalanta,2,3,2,1,8,18,3,14,13,16,2,10,2,1,0,0
922,I1,8/25/2019,19:45,Torino,Sassuolo,2,1,1,0,7,13,4,9,21,15,6,6,4,3,0,0
923,I1,8/25/2019,19:45,Verona,Bologna,1,1,1,1,5,14,2,5,12,13,1,6,1,3,1,0
924,I1,8/26/2019,19:45,Inter,Lecce,4,0,2,0,16,10,7,4,14,8,7,7,1,2,0,1
925,I1,8/30/2019,19:45,Bologna,Spal,1,0,0,0,18,7,9,1,13,13,11,2,3,2,0,0
926,I1,8/31/2019,17:00,Milan,Brescia,1,0,1,0,11,4,6,2,14,18,5,3,3,4,0,0
927,I1,8/31/2019,19:45,Juventus,Napoli,4,3,2,0,10,12,8,7,13,13,2,5,3,3,0,0
928,I1,9/1/2019,17:00,Lazio,Roma,1,1,0,1,21,8,13,5,15,13,8,4,4,3,0,0
929,I1,9/1/2019,19:45,Atalanta,Torino,2,3,1,1,19,8,12,6,13,15,12,5,2,2,0,0
930,I1,9/1/2019,19:45,Cagliari,Inter,1,2,0,1,7,9,3,8,12,11,5,5,5,3,0,0
931,I1,9/1/2019,19:45,Genoa,Fiorentina,2,1,1,0,18,15,10,7,17,15,9,8,2,0,0,0
932,I1,9/1/2019,19:45,Lecce,Verona,0,1,0,0,9,11,3,6,14,14,2,7,2,3,0,0
933,I1,9/1/2019,19:45,Sassuolo,Sampdoria,4,1,3,0,11,8,8,5,9,10,3,5,1,3,0,1
934,I1,9/1/2019,19:45,Udinese,Parma,1,3,1,1,17,6,12,3,11,11,8,1,1,3,0,0
935,I1,9/14/2019,14:00,Fiorentina,Juventus,0,0,0,0,15,5,8,4,12,18,10,0,3,3,0,0
936,I1,9/14/2019,17:00,Napoli,Sampdoria,2,0,1,0,19,7,9,2,7,10,8,7,2,2,0,0
937,I1,9/14/2019,19:45,Inter,Udinese,1,0,1,0,15,6,10,4,9,10,8,3,2,1,0,1
938,I1,9/15/2019,11:30,Genoa,Atalanta,1,2,0,0,8,11,3,6,12,14,8,7,3,3,0,0
939,I1,9/15/2019,14:00,Brescia,Bologna,3,4,3,1,9,17,7,6,14,17,2,10,2,6,1,0
940,I1,9/15/2019,14:00,Parma,Cagliari,1,3,0,2,14,6,8,4,12,16,12,3,0,5,0,0
941,I1,9/15/2019,14:00,Spal,Lazio,2,1,0,1,9,11,4,7,9,11,8,5,5,3,0,0
942,I1,9/15/2019,17:00,Roma,Sassuolo,4,2,4,0,14,10,10,5,13,9,8,2,1,2,0,0
943,I1,9/15/2019,19:45,Verona,Milan,0,1,0,0,6,11,2,6,13,16,2,7,4,3,1,1
944,I1,9/16/2019,19:45,Torino,Lecce,1,2,0,1,12,12,3,5,11,19,7,3,1,6,0,0
945,I1,9/20/2019,19:45,Cagliari,Genoa,3,1,0,0,8,7,4,2,12,8,4,3,1,1,0,0
946,I1,9/21/2019,14:00,Udinese,Brescia,0,1,0,0,6,5,3,3,22,16,3,9,4,4,0,0
947,I1,9/21/2019,17:00,Juventus,Verona,2,1,1,1,12,8,3,8,12,20,2,5,0,4,0,1
948,I1,9/21/2019,19:45,Milan,Inter,0,2,0,0,7,11,3,9,15,22,2,6,2,1,0,0
949,I1,9/22/2019,11:30,Sassuolo,Spal,3,0,2,0,17,8,8,3,19,14,7,9,3,2,0,0
950,I1,9/22/2019,14:00,Bologna,Roma,1,2,0,0,5,14,3,7,13,16,3,4,3,6,0,1
951,I1,9/22/2019,14:00,Lecce,Napoli,1,4,0,2,8,12,3,10,12,9,4,6,3,3,0,0
952,I1,9/22/2019,14:00,Sampdoria,Torino,1,0,0,0,10,6,6,1,19,13,7,8,2,1,0,0
953,I1,9/22/2019,17:00,Atalanta,Fiorentina,2,2,0,1,15,6,5,3,14,11,9,1,2,5,0,0
954,I1,9/22/2019,19:45,Lazio,Parma,2,0,1,0,22,3,15,1,7,9,10,5,1,3,0,0
955,I1,9/24/2019,18:00,Verona,Udinese,0,0,0,0,8,5,4,3,7,18,6,6,0,4,0,0
956,I1,9/24/2019,20:00,Brescia,Juventus,1,2,1,1,13,15,3,7,11,14,4,3,1,3,0,0
957,I1,9/25/2019,18:00,Roma,Atalanta,0,2,0,0,8,11,4,4,18,11,5,1,2,1,0,0
958,I1,9/25/2019,20:00,Fiorentina,Sampdoria,2,1,1,0,12,7,8,4,11,16,3,1,4,5,0,1
959,I1,9/25/2019,20:00,Genoa,Bologna,0,0,0,0,8,14,4,2,16,11,5,4,5,4,0,0
960,I1,9/25/2019,20:00,Inter,Lazio,1,0,1,0,9,6,4,4,10,8,4,6,2,3,0,0
961,I1,9/25/2019,20:00,Napoli,Cagliari,0,1,0,0,17,5,8,1,9,13,13,1,1,1,1,0
962,I1,9/25/2019,20:00,Parma,Sassuolo,1,0,0,0,8,8,4,5,19,9,5,4,3,1,0,0
963,I1,9/25/2019,20:00,Spal,Lecce,1,3,1,1,14,9,7,5,13,11,10,1,1,2,0,0
964,I1,9/26/2019,20:00,Torino,Milan,2,1,0,1,11,16,5,4,15,20,3,5,4,5,0,1
965,I1,9/28/2019,14:00,Juventus,Spal,2,0,1,0,17,4,10,1,13,9,13,2,2,2,0,0
966,I1,9/28/2019,17:00,Sampdoria,Inter,1,3,0,2,15,11,2,7,11,13,7,5,2,4,0,1
967,I1,9/28/2019,19:45,Sassuolo,Atalanta,1,4,0,4,9,10,7,8,14,14,7,3,2,2,0,0
968,I1,9/29/2019,11:30,Napoli,Brescia,2,1,2,0,16,7,7,3,11,8,7,7,2,1,0,0
969,I1,9/29/2019,14:00,Lazio,Genoa,4,0,2,0,13,12,11,6,8,11,5,7,1,2,0,0
970,I1,9/29/2019,14:00,Lecce,Roma,0,1,0,0,10,13,6,6,7,19,4,11,2,4,0,0
971,I1,9/29/2019,14:00,Udinese,Bologna,1,0,1,0,9,10,4,4,20,16,4,5,4,3,0,1
972,I1,9/29/2019,17:00,Cagliari,Verona,1,1,1,0,10,11,5,5,18,18,3,5,2,2,0,0
973,I1,9/29/2019,19:45,Milan,Fiorentina,1,3,0,1,7,13,3,8,10,14,4,6,2,4,1,0
974,I1,9/30/2019,19:45,Parma,Torino,3,2,2,2,13,6,7,5,17,15,7,3,2,3,0,1
975,I1,10/5/2019,14:00,Spal,Parma,1,0,1,0,12,5,7,2,9,13,5,8,5,2,1,0
976,I1,10/5/2019,17:00,Verona,Sampdoria,2,0,1,0,6,9,4,3,14,14,9,4,1,3,0,0
977,I1,10/5/2019,19:45,Genoa,Milan,1,2,1,0,11,9,6,7,23,14,7,0,4,4,2,2
978,I1,10/6/2019,11:30,Fiorentina,Udinese,1,0,0,0,8,5,4,1,9,11,12,3,1,2,0,0
979,I1,10/6/2019,14:00,Atalanta,Lecce,3,1,2,0,26,5,14,2,15,14,9,5,2,3,0,0
980,I1,10/6/2019,14:00,Bologna,Lazio,2,2,2,2,17,8,10,6,13,17,5,4,5,4,1,1
981,I1,10/6/2019,14:00,Roma,Cagliari,1,1,1,1,17,6,8,3,17,11,7,1,1,4,0,0
982,I1,10/6/2019,17:00,Torino,Napoli,0,0,0,0,11,10,6,3,11,12,4,5,1,2,0,0
983,I1,10/6/2019,19:45,Inter,Juventus,1,2,1,1,6,8,4,6,22,8,7,2,2,3,0,0
984,I1,10/19/2019,14:00,Lazio,Atalanta,3,3,0,3,12,18,5,9,13,12,3,1,5,2,0,0
985,I1,10/19/2019,17:00,Napoli,Verona,2,0,1,0,13,14,7,6,12,16,6,8,3,3,0,0
986,I1,10/19/2019,19:45,Juventus,Bologna,2,1,1,1,13,7,11,4,15,18,8,5,2,3,0,0
987,I1,10/20/2019,11:30,Sassuolo,Inter,3,4,1,3,7,10,4,7,14,17,5,7,4,3,0,0
988,I1,10/20/2019,14:00,Cagliari,Spal,2,0,1,0,13,8,7,5,16,15,6,6,4,5,0,0
989,I1,10/20/2019,14:00,Sampdoria,Roma,0,0,0,0,7,5,2,1,14,11,7,9,3,4,0,1
990,I1,10/20/2019,14:00,Udinese,Torino,1,0,1,0,10,8,6,5,15,20,6,4,3,3,0,0
991,I1,10/20/2019,17:00,Parma,Genoa,5,1,3,0,15,11,7,6,9,12,3,7,1,2,0,0
992,I1,10/20/2019,19:45,Milan,Lecce,2,2,1,0,18,11,8,7,13,12,8,2,1,2,0,0
993,I1,10/21/2019,19:45,Brescia,Fiorentina,0,0,0,0,3,10,1,6,10,16,6,9,0,3,0,0
994,I1,10/25/2019,19:45,Verona,Sassuolo,0,1,0,0,7,9,5,5,18,13,9,6,5,5,0,0
995,I1,10/26/2019,14:00,Lecce,Juventus,1,1,0,0,9,16,5,6,11,13,3,14,4,1,0,0
996,I1,10/26/2019,17:00,Inter,Parma,2,2,1,2,16,10,7,5,9,11,11,4,3,2,0,0
997,I1,10/26/2019,19:45,Genoa,Brescia,3,1,0,1,12,4,11,2,24,14,5,3,6,4,0,0
998,I1,10/27/2019,11:30,Bologna,Sampdoria,2,1,0,0,10,5,6,3,14,18,11,5,1,3,0,0
999,I1,10/27/2019,14:00,Atalanta,Udinese,7,1,3,1,23,6,16,3,10,5,6,2,2,3,0,1
1000,I1,10/27/2019,14:00,Spal,Napoli,1,1,1,1,5,9,3,4,16,14,4,4,4,1,0,0
1001,I1,10/27/2019,14:00,Torino,Cagliari,1,1,0,1,8,10,5,5,15,11,6,11,2,3,0,0
1002,I1,10/27/2019,17:00,Roma,Milan,2,1,1,0,10,8,5,4,12,17,4,8,4,5,0,0
1003,I1,10/27/2019,19:45,Fiorentina,Lazio,1,2,1,1,9,11,3,8,12,13,7,3,5,3,1,0
1004,I1,10/29/2019,18:00,Parma,Verona,0,1,0,1,15,6,7,2,13,16,12,3,1,5,0,0
1005,I1,10/29/2019,20:00,Brescia,Inter,1,2,0,1,6,6,5,2,14,18,9,8,4,3,0,0
1006,I1,10/30/2019,18:00,Napoli,Atalanta,2,2,1,1,15,12,11,6,16,14,2,3,3,3,0,0
1007,I1,10/30/2019,20:00,Cagliari,Bologna,3,2,0,1,12,6,5,3,15,20,4,1,2,1,0,0
1008,I1,10/30/2019,20:00,Juventus,Genoa,2,1,1,1,18,7,11,3,24,11,10,2,5,3,1,2
1009,I1,10/30/2019,20:00,Lazio,Torino,4,0,2,0,16,6,8,3,11,9,8,0,2,2,0,1
1010,I1,10/30/2019,20:00,Sampdoria,Lecce,1,1,0,1,15,9,6,4,19,14,9,5,4,4,0,1
1011,I1,10/30/2019,20:00,Sassuolo,Fiorentina,1,2,1,0,6,10,5,8,15,20,3,7,3,4,0,0
1012,I1,10/30/2019,20:00,Udinese,Roma,0,4,0,1,8,10,5,6,16,16,5,3,4,2,0,1
1013,I1,10/31/2019,20:00,Milan,Spal,1,0,0,0,10,5,6,2,17,21,7,6,4,4,0,0
1014,I1,11/2/2019,14:00,Roma,Napoli,2,1,1,0,13,12,7,6,23,14,10,4,5,3,1,0
1015,I1,11/2/2019,17:00,Bologna,Inter,1,2,0,0,8,11,3,9,12,24,2,7,3,4,0,0
1016,I1,11/2/2019,19:45,Torino,Juventus,0,1,0,0,7,14,4,10,22,16,11,6,4,2,0,0
1017,I1,11/3/2019,11:30,Atalanta,Cagliari,0,2,0,1,11,12,3,8,15,18,13,2,2,3,1,0
1018,I1,11/3/2019,14:00,Genoa,Udinese,1,3,1,1,10,13,2,5,11,13,8,5,0,2,0,0
1019,I1,11/3/2019,14:00,Lecce,Sassuolo,2,2,2,1,7,12,4,5,14,16,6,6,2,3,0,0
1020,I1,11/3/2019,14:00,Verona,Brescia,2,1,0,0,11,11,6,5,17,17,5,1,1,4,0,1
1021,I1,11/3/2019,17:00,Fiorentina,Parma,1,1,0,1,15,7,4,3,15,20,5,2,2,2,0,0
1022,I1,11/3/2019,19:45,Milan,Lazio,1,2,1,1,9,8,4,7,12,13,8,4,3,5,0,0
1023,I1,11/4/2019,19:45,Spal,Sampdoria,0,1,0,0,7,9,2,4,12,16,8,5,3,1,0,0
1024,I1,11/8/2019,19:45,Sassuolo,Bologna,3,1,1,0,13,9,8,7,16,17,4,4,2,6,0,0
1025,I1,11/9/2019,14:00,Brescia,Torino,0,4,0,2,5,12,3,7,18,17,4,4,5,3,1,0
1026,I1,11/9/2019,17:00,Inter,Verona,2,1,0,1,19,5,13,2,14,11,9,3,3,1,0,0
1027,I1,11/9/2019,19:45,Napoli,Genoa,0,0,0,0,13,8,8,3,15,19,5,2,1,4,0,0
1028,I1,11/10/2019,11:30,Cagliari,Fiorentina,5,2,3,0,12,10,8,7,12,15,5,6,1,3,0,0
1029,I1,11/10/2019,14:00,Lazio,Lecce,4,2,1,1,17,18,7,10,8,10,9,3,2,3,0,0
1030,I1,11/10/2019,14:00,Sampdoria,Atalanta,0,0,0,0,5,7,2,3,19,13,1,7,2,4,0,1
1031,I1,11/10/2019,14:00,Udinese,Spal,0,0,0,0,11,10,4,4,14,14,3,7,3,5,0,0
1032,I1,11/10/2019,17:00,Parma,Roma,2,0,0,0,13,10,8,7,16,9,5,10,3,2,0,0
1033,I1,11/10/2019,19:45,Juventus,Milan,1,0,0,0,11,10,5,7,13,10,5,5,1,5,0,0
1034,I1,11/23/2019,14:00,Atalanta,Juventus,1,3,0,0,14,11,9,5,17,13,8,3,5,3,0,0
1035,I1,11/23/2019,17:00,Milan,Napoli,1,1,1,1,11,12,4,6,19,15,3,4,3,2,0,0
1036,I1,11/23/2019,19:45,Torino,Inter,0,3,0,2,5,6,2,5,10,18,12,4,2,3,0,0
1037,I1,11/24/2019,11:30,Bologna,Parma,2,2,1,1,11,11,7,7,18,18,15,2,1,3,0,0
1038,I1,11/24/2019,14:00,Roma,Brescia,3,0,0,0,14,5,6,2,17,10,17,6,1,1,0,0
1039,I1,11/24/2019,14:00,Sassuolo,Lazio,1,2,1,1,5,10,2,6,14,14,5,8,1,3,0,0
1040,I1,11/24/2019,14:00,Verona,Fiorentina,1,0,0,0,13,7,8,2,18,8,8,6,3,2,0,0
1041,I1,11/24/2019,17:00,Sampdoria,Udinese,2,1,1,1,19,5,13,2,8,22,8,2,2,3,0,1
1042,I1,11/25/2019,14:00,Lecce,Cagliari,2,2,0,1,17,6,8,2,13,19,11,2,2,2,1,2
1043,I1,11/25/2019,19:45,Spal,Genoa,1,1,0,0,13,13,7,6,12,13,5,4,2,1,0,0
1044,I1,11/30/2019,14:00,Brescia,Atalanta,0,3,0,1,9,19,5,12,15,15,2,11,1,3,0,0
1045,I1,11/30/2019,17:00,Genoa,Torino,0,1,0,0,5,10,3,3,15,18,6,4,2,3,0,1
1046,I1,11/30/2019,19:45,Fiorentina,Lecce,0,1,0,0,13,6,6,6,13,21,9,2,1,3,0,0
1047,I1,12/1/2019,11:30,Juventus,Sassuolo,2,2,1,1,17,8,9,4,11,13,9,2,1,5,0,0
1048,I1,12/1/2019,14:00,Inter,Spal,2,1,2,0,16,8,10,3,15,17,8,0,1,4,0,0
1049,I1,12/1/2019,14:00,Lazio,Udinese,3,0,3,0,15,4,6,0,9,12,2,2,0,1,0,0
1050,I1,12/1/2019,14:00,Parma,Milan,0,1,0,0,6,19,0,8,13,15,1,7,1,3,0,0
1051,I1,12/1/2019,17:00,Napoli,Bologna,1,2,1,0,20,9,5,6,12,10,7,0,1,5,0,0
1052,I1,12/1/2019,19:45,Verona,Roma,1,3,1,2,7,12,3,5,11,14,6,5,3,3,0,0
1053,I1,12/2/2019,19:45,Cagliari,Sampdoria,4,3,0,1,12,9,8,5,15,12,6,4,3,1,0,0
1054,I1,12/6/2019,19:45,Inter,Roma,0,0,0,0,9,6,2,2,12,11,8,3,3,1,0,0
1055,I1,12/7/2019,14:00,Atalanta,Verona,3,2,1,1,21,7,10,2,14,16,13,4,1,5,0,1
1056,I1,12/7/2019,17:00,Udinese,Napoli,1,1,1,0,5,12,1,3,20,15,3,10,3,4,0,1
1057,I1,12/7/2019,19:45,Lazio,Juventus,3,1,1,1,12,8,8,5,14,10,4,5,4,3,0,1
1058,I1,12/8/2019,11:30,Lecce,Genoa,2,2,0,2,22,14,5,4,17,18,11,3,5,6,0,2
1059,I1,12/8/2019,14:00,Sassuolo,Cagliari,2,2,2,0,9,4,3,3,10,19,8,4,3,4,0,0
1060,I1,12/8/2019,14:00,Spal,Brescia,0,1,0,0,18,12,4,7,17,18,3,1,3,3,0,0
1061,I1,12/8/2019,14:00,Torino,Fiorentina,2,1,1,0,10,15,5,5,19,17,3,9,4,3,0,0
1062,I1,12/8/2019,17:00,Sampdoria,Parma,0,1,0,1,18,10,6,2,15,12,3,2,3,2,0,0
1063,I1,12/8/2019,19:45,Bologna,Milan,2,3,1,2,11,11,4,7,17,19,5,1,4,2,0,0
1064,I1,12/14/2019,14:00,Brescia,Lecce,3,0,2,0,13,11,9,4,17,26,4,6,4,6,0,0
1065,I1,12/14/2019,17:00,Napoli,Parma,1,2,0,1,22,7,9,5,9,12,11,1,2,2,0,0
1066,I1,12/14/2019,19:45,Genoa,Sampdoria,0,1,0,0,5,2,1,1,16,26,4,2,5,3,0,0
1067,I1,12/15/2019,11:30,Verona,Torino,3,3,0,1,12,12,8,8,20,19,6,3,3,1,0,0
1068,I1,12/15/2019,14:00,Bologna,Atalanta,2,1,1,0,8,15,5,7,14,18,4,4,5,1,1,0
1069,I1,12/15/2019,14:00,Juventus,Udinese,3,1,3,0,14,9,12,7,10,4,9,8,2,1,0,0
1070,I1,12/15/2019,14:00,Milan,Sassuolo,0,0,0,0,17,10,12,6,14,16,8,3,5,4,0,0
1071,I1,12/15/2019,17:00,Roma,Spal,3,1,0,1,18,5,13,3,10,17,8,3,1,3,0,0
1072,I1,12/15/2019,19:45,Fiorentina,Inter,1,1,0,1,10,7,5,5,15,17,5,1,3,4,0,0
1073,I1,12/16/2019,19:45,Cagliari,Lazio,1,2,1,0,9,13,4,7,11,11,2,9,4,3,0,0
1074,I1,12/18/2019,17:55,Sampdoria,Juventus,1,2,1,2,13,10,4,4,7,17,5,5,5,2,1,0
1075,I1,12/18/2019,19:45,Brescia,Sassuolo,0,2,0,1,15,11,6,6,16,17,4,4,2,3,0,0
1076,I1,12/20/2019,19:45,Fiorentina,Roma,1,4,1,2,7,8,4,6,20,16,5,4,4,3,0,0
1077,I1,12/21/2019,14:00,Udinese,Cagliari,2,1,1,0,9,13,2,2,13,14,2,1,3,4,0,1
1078,I1,12/21/2019,17:00,Inter,Genoa,4,0,2,0,12,7,9,4,11,12,6,3,1,4,0,0
1079,I1,12/21/2019,19:45,Torino,Spal,1,2,1,1,7,7,6,4,24,16,10,3,5,5,1,0
1080,I1,12/22/2019,11:30,Atalanta,Milan,5,0,1,0,14,4,12,1,7,12,5,2,2,4,0,0
1081,I1,12/22/2019,14:00,Lecce,Bologna,2,3,0,1,7,19,3,16,17,18,6,2,3,3,0,0
1082,I1,12/22/2019,14:00,Parma,Brescia,1,1,0,0,13,11,6,4,16,10,9,5,3,2,0,0
1083,I1,12/22/2019,19:45,Sassuolo,Napoli,1,2,1,0,12,14,5,11,16,13,7,11,2,2,0,0
1084,I1,1/5/2020,11:30,Brescia,Lazio,1,2,1,1,4,15,3,7,12,24,2,5,5,4,1,0
1085,I1,1/5/2020,14:00,Spal,Verona,0,2,0,1,12,14,2,9,8,15,3,4,1,1,1,0
1086,I1,1/5/2020,17:00,Genoa,Sassuolo,2,1,1,1,10,6,7,3,23,14,1,6,4,6,0,0
1087,I1,1/5/2020,19:45,Roma,Torino,0,2,0,1,25,9,11,6,10,21,14,3,5,2,0,0
1088,I1,1/6/2020,11:30,Bologna,Fiorentina,1,1,0,1,12,7,7,4,14,23,14,2,2,4,0,0
1089,I1,1/6/2020,14:00,Atalanta,Parma,5,0,3,0,18,3,11,1,12,13,2,2,2,4,0,0
1090,I1,1/6/2020,14:00,Juventus,Cagliari,4,0,0,0,15,5,11,3,9,15,3,2,1,1,0,0
1091,I1,1/6/2020,14:00,Milan,Sampdoria,0,0,0,0,14,6,12,4,12,20,7,5,1,5,0,0
1092,I1,1/6/2020,17:00,Lecce,Udinese,0,1,0,0,10,7,6,4,17,11,7,8,1,1,0,0
1093,I1,1/6/2020,19:45,Napoli,Inter,1,3,1,2,18,9,8,8,10,22,3,4,0,6,0,0
1094,I1,1/11/2020,14:00,Cagliari,Milan,0,2,0,0,6,8,2,4,14,13,3,6,3,1,0,0
1095,I1,1/11/2020,17:00,Lazio,Napoli,1,0,0,0,7,11,6,7,9,7,6,6,2,2,0,0
1096,I1,1/11/2020,19:45,Inter,Atalanta,1,1,1,0,8,12,5,7,21,13,0,4,3,4,0,0
1097,I1,1/12/2020,11:30,Udinese,Sassuolo,3,0,1,0,13,10,9,5,13,13,6,11,0,0,0,0
1098,I1,1/12/2020,14:00,Fiorentina,Spal,1,0,0,0,11,9,5,3,18,10,3,4,1,1,0,0
1099,I1,1/12/2020,14:00,Sampdoria,Brescia,5,1,2,1,22,9,11,5,14,7,4,2,2,3,0,0
1100,I1,1/12/2020,14:00,Torino,Bologna,1,0,1,0,4,10,3,7,16,14,3,9,6,3,0,0
1101,I1,1/12/2020,17:00,Verona,Genoa,2,1,0,1,11,3,9,3,14,22,4,2,3,6,0,0
1102,I1,1/12/2020,19:45,Roma,Juventus,1,2,0,2,16,5,9,4,12,13,13,2,6,3,0,0
1103,I1,1/13/2020,19:45,Parma,Lecce,2,0,0,0,9,11,5,6,19,10,6,5,4,2,0,0
1104,I1,1/18/2020,14:00,Lazio,Sampdoria,5,1,3,0,16,6,12,4,12,13,6,4,1,2,0,1
1105,I1,1/18/2020,17:00,Sassuolo,Torino,2,1,0,1,7,7,6,3,13,15,13,6,2,4,0,0
1106,I1,1/18/2020,19:45,Napoli,Fiorentina,0,2,0,1,10,9,5,5,7,10,4,5,2,2,0,0
1107,I1,1/19/2020,11:30,Milan,Udinese,3,2,0,1,19,10,10,7,17,8,9,3,5,1,0,0
1108,I1,1/19/2020,14:00,Bologna,Verona,1,1,1,0,5,11,3,8,20,16,3,8,6,2,1,0
1109,I1,1/19/2020,14:00,Brescia,Cagliari,2,2,1,1,9,18,6,10,10,18,2,7,4,4,1,0
1110,I1,1/19/2020,14:00,Lecce,Inter,1,1,0,0,8,16,3,10,11,9,3,14,2,2,0,0
1111,I1,1/19/2020,17:00,Genoa,Roma,1,3,1,2,9,14,8,7,12,13,7,3,2,3,0,0
1112,I1,1/19/2020,19:45,Juventus,Parma,2,1,1,0,14,8,6,7,12,10,10,6,0,1,0,0
1113,I1,1/20/2020,19:45,Atalanta,Spal,1,2,1,0,14,13,8,7,15,17,8,4,2,3,0,0
1114,I1,1/24/2020,19:45,Brescia,Milan,0,1,0,0,13,10,7,5,12,15,7,3,2,4,0,0
1115,I1,1/25/2020,14:00,Spal,Bologna,1,3,1,1,9,12,5,6,16,15,5,9,4,3,0,0
1116,I1,1/25/2020,17:00,Fiorentina,Genoa,0,0,0,0,15,8,6,6,18,21,7,6,4,3,0,0
1117,I1,1/25/2020,19:45,Torino,Atalanta,0,7,0,3,6,17,4,15,17,12,4,12,3,2,2,0
1118,I1,1/26/2020,11:30,Inter,Cagliari,1,1,1,0,14,8,5,3,10,10,4,6,4,1,2,0
1119,I1,1/26/2020,14:00,Parma,Udinese,2,0,2,0,10,15,5,5,12,9,5,11,2,3,0,0
1120,I1,1/26/2020,14:00,Sampdoria,Sassuolo,0,0,0,0,15,6,5,2,16,9,6,3,4,1,0,1
1121,I1,1/26/2020,14:00,Verona,Lecce,3,0,2,0,9,3,5,1,16,11,5,0,2,3,0,1
1122,I1,1/26/2020,17:00,Roma,Lazio,1,1,1,1,16,3,7,2,11,12,7,1,3,4,0,0
1123,I1,1/26/2020,19:45,Napoli,Juventus,2,1,0,0,11,7,4,5,14,14,3,2,2,5,0,0
1124,I1,2/1/2020,14:00,Bologna,Brescia,2,1,1,1,17,3,7,1,17,14,6,3,3,2,0,0
1125,I1,2/1/2020,17:00,Cagliari,Parma,2,2,1,1,21,17,11,5,12,15,8,7,3,2,0,0
1126,I1,2/1/2020,19:45,Sassuolo,Roma,4,2,3,0,16,19,9,9,6,19,5,11,1,7,0,1
1127,I1,2/2/2020,11:30,Juventus,Fiorentina,3,0,1,0,8,7,8,5,9,13,10,5,1,4,0,0
1128,I1,2/2/2020,14:00,Atalanta,Genoa,2,2,2,2,17,9,10,5,19,19,7,1,2,6,0,1
1129,I1,2/2/2020,14:00,Lazio,Spal,5,1,4,0,12,10,10,5,9,7,5,2,1,2,0,0
1130,I1,2/2/2020,14:00,Milan,Verona,1,1,1,1,17,8,6,6,11,12,9,3,1,4,0,1
1131,I1,2/2/2020,17:00,Lecce,Torino,4,0,2,0,14,11,11,4,14,23,5,3,3,3,0,0
1132,I1,2/2/2020,19:45,Udinese,Inter,0,2,0,0,11,14,4,10,10,16,3,2,2,2,0,0
1133,I1,2/3/2020,19:45,Sampdoria,Napoli,2,4,1,2,12,12,10,10,17,6,4,6,4,3,0,0
1134,I1,2/5/2020,19:45,Lazio,Verona,0,0,0,0,12,12,6,6,12,15,6,7,3,2,0,0
1135,I1,2/7/2020,19:45,Roma,Bologna,2,3,1,2,14,12,10,8,11,16,6,6,2,4,1,0
1136,I1,2/8/2020,14:00,Fiorentina,Atalanta,1,2,1,0,5,13,3,7,20,13,4,3,2,2,0,0
1137,I1,2/8/2020,17:00,Torino,Sampdoria,1,3,0,0,2,8,2,6,16,19,2,3,3,5,1,0
1138,I1,2/8/2020,19:45,Verona,Juventus,2,1,0,0,9,10,5,5,11,18,3,4,2,3,0,0
1139,I1,2/9/2020,11:30,Spal,Sassuolo,1,2,1,0,10,16,5,9,16,16,1,6,2,4,0,0
1140,I1,2/9/2020,14:00,Brescia,Udinese,1,1,0,0,9,16,7,8,8,17,4,9,0,3,0,0
1141,I1,2/9/2020,14:00,Genoa,Cagliari,1,0,1,0,8,8,5,6,15,15,5,3,3,6,0,0
